chapter_topic,page_topic,prompt
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"12. Using the <code>StudentSurvey</code> data frame, run <code>favstats()</code> on <code>Siblings</code>. At what value would the sum of squared errors (sum of squares) be lowest?"
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,"# find best fitting model
Sex_model <- lm(Thumb ~ Sex, data = Fingers)

# add code to visualize the new model on the jitter plot
gf_jitter(Thumb ~ Sex, data = Fingers, width = .1)
"
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,"# we have saved the Sex model for you
Sex_model <- lm(Thumb ~ Sex, data = Fingers)

# write code to generate predictions using this model
# no need to save the predictions
"
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,"# we have saved the Sex model for you
Sex_model <- lm(Thumb ~ Sex, data = Fingers)

# print out the best fitting parameter estimates
"
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,"<p>Let's see if you can figure out how to fit the <code>Sex</code> model of <code>Thumb</code>. To find the best-fitting empty model (the mean), we wrote:</p>

<p><code>lm(Thumb ~ NULL, data = Fingers)</code></p>

<p>Which of these lines of code do you think we would use to fit the <code>Sex</code> model?</p>
"
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,What is the variable <code>Sex_predict</code>?
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,Where in this plot do you see the parameter estimate labeled <code>Intercept</code> (58.256)?
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,Where in this plot do you see the parameter estimate labeled <code>Sexmale</code> (6.447)?
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,Match the GLM symbols with the meaning of these values.
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,Match the output of <code>lm()</code> with the appropriate GLM symbols ($$b_0$$ and $$b_1$$).
 Adding an Explanatory Variable to the Model,Using R to Fit the Group Model,Match the best-fitting values with the appropriate GLM symbols.
 Adding an Explanatory Variable to the Model,GLM Notation for the Group Model,"<p>Match the interpretation of each element to the GLM notation.</p>

<p>$$Y_{i} = b_{0} + b_{1} X_{i} + e_{i}$$</p>
"
 Adding an Explanatory Variable to the Model,GLM Notation for the Group Model,"<p>Using the output from <code>lm()</code>, we can fill in the model estimates.&nbsp;</p>

<pre><code>Call:
lm(formula = Thumb ~ Sex, data = Fingers)
 
Coefficients:
        (Intercept)     Sexmale  
             58.3         6.4 
</code></pre>
Which of the following shows us the best-fitting <code>Sex</code> model? (Check all that apply.)"
 Adding an Explanatory Variable to the Model,GLM Notation for the Group Model,"Based on what you know about $$b_0$$ and $$b_1$$ so far, what does the model use to predict the thumb length of a female student?"
 Adding an Explanatory Variable to the Model,GLM Notation for the Group Model,"Based on what you know about $$b_0$$ and $$b_1$$ so far, what does the model use to predict the thumb length of a male student?"
 Adding an Explanatory Variable to the Model,GLM Notation for the Group Model,"If a student is <strong>not</strong> in <code>male</code> in this data set, what group is the student in?"
 Adding an Explanatory Variable to the Model,GLM Notation for the Group Model,"In the <code>Sex</code> model,&nbsp;\(b_0+b_1X_i\), which of these describes&nbsp;$$b_0$$ (or <code>Intercept</code> in the R output)?"
 Adding an Explanatory Variable to the Model,GLM Notation for the Group Model,Which of these is the definition of $$b_1$$ (or <code>Sexmale</code> in the R output) for the <code>Sex</code> model?
 Adding an Explanatory Variable to the Model,How the Model Makes Predictions,"If a student is male, then $$X_i$$ would be coded by R as 1. Which of the following represents how the model would generate a prediction for a male student's thumb length?"
 Adding an Explanatory Variable to the Model,How the Model Makes Predictions,"If a student is <em>not</em> male, then $$X_i$$ would be coded by R as 0. Which of the following represents how the model would generate a prediction for a female student's thumb length? (Check all that apply.)"
 Adding an Explanatory Variable to the Model,How the Model Makes Predictions,Consider $$b_0$$. It does not have the subscript $$i$$. Can it vary across individual students?
 Adding an Explanatory Variable to the Model,How the Model Makes Predictions,"In this new hypothetical case where <code> man</code> is now the reference group, would the value of $$b_1$$ be negative or positive?"
 Adding an Explanatory Variable to the Model,Error Leftover From the Group Model,Which of the following equations hold true regardless of whether we are talking about the empty model or the <code>Sex</code> model? (Check all that apply.)
 Adding an Explanatory Variable to the Model,Error Leftover From the Group Model,"Why is the thumb length (circled in the figures above), higher than the empty model prediction but lower than the sex model prediction?"
 Adding an Explanatory Variable to the Model,Error Leftover From the Group Model,What notation would be used to represent the column <code>Sex_resid</code> in the R output above?
 Adding an Explanatory Variable to the Model,Error Leftover From the Group Model,"<p>The GLM notation for the <code>Sex</code> model is:</p>

<p>$$Y_i=b_0+b_{1}X_i+e_i$$</p>

<p>What notation would be used to represent the column <code>Sex_predict</code> in the R output above?</p>
"
 Adding an Explanatory Variable to the Model,Graphing Residuals From the Model,"# this creates the residuals from the Sex_model
Sex_model <- lm(Fingers$Thumb ~ Fingers$Sex)
Fingers$Sex_resid <- resid(Sex_model)

# this creates histograms of Thumb for each Sex
# modify it to create histograms of Sex_resid for each Sex
gf_histogram(~Thumb, data = Fingers) %>%
  gf_facet_grid(Sex ~ .)
"
 Adding an Explanatory Variable to the Model,Graphing Residuals From the Model,What do you notice about these pairs of histograms?
 Adding an Explanatory Variable to the Model,Graphing Residuals From the Model,"Above, in the histogram of the residuals (in gray), why are the means of <code>Sex_resid</code>&nbsp;for the two groups not different any more?"
 Adding an Explanatory Variable to the Model,Graphing Residuals From the Model,"Above, in the histogram of the residuals (in gray), why are the means of&nbsp;<code>Sex_resid</code>&nbsp;for the two groups equal to 0?"
 Adding an Explanatory Variable to the Model,Error Reduced by the Group Model,Why do we use the sum of <em>squared</em> residuals instead of just the sum of the residuals to measure total error from a model?
 Adding an Explanatory Variable to the Model,Error Reduced by the Group Model,What do we call the sums of squares leftover from these two models?
 Adding an Explanatory Variable to the Model,Error Reduced by the Group Model,"In the figure above, look closely at the squared errors for our sample of 6 data points from both the empty model and the <code>Sex</code> model. Try visually adding the 6 squares for each model together in your mind. Just based on these 6 squared errors, which model do you think would have a smaller sum of squares?"
 Adding an Explanatory Variable to the Model,Error Reduced by the Group Model,Which will usually be smaller? SS Total or SS Error?
 Adding an Explanatory Variable to the Model,Error Reduced by the Group Model,"What would R try to minimize if it were fitting a model with some other explanatory variable (e.g., <code>RaceEthnic</code>&nbsp;or <code>Height</code>)?"
 Adding an Explanatory Variable to the Model,Using SS Error to Compare Group to Empty Model,"# This codes saves the best fitting models
empty_model <- lm(Thumb ~ NULL, data=Fingers)
Sex_model <- lm(Thumb ~ Sex, data=Fingers)

# This code squares and sums the residuals from the empty model
sum(resid(empty_model)^2)

# Write code to square and sum the residuals from the Sex model
"
 Adding an Explanatory Variable to the Model,Using SS Error to Compare Group to Empty Model,"empty_model <- lm(Thumb ~ NULL, data = Fingers)
Sex_model <- lm(Thumb ~ Sex, data = Fingers)

# try running the code as is
# then modify to create the ANOVA table for Sex_model
supernova(empty_model)
"
 Adding an Explanatory Variable to the Model,Using SS Error to Compare Group to Empty Model,What does the whole teal circle (on left) represent?
 Adding an Explanatory Variable to the Model,Using SS Error to Compare Group to Empty Model,What does the teal crescent shape (on right) represent?
 Adding an Explanatory Variable to the Model,Using SS Error to Compare Group to Empty Model,Why do you think the sum of squares for the empty model is greater than that for the <code>Sex</code> model? (Check all that apply.)
 Adding an Explanatory Variable to the Model,Using SS Error to Compare Group to Empty Model,What unit are these sums of squares measured in?
 Adding an Explanatory Variable to the Model,Partitioning Sums of Squares into Model and Error,"# creates the differences between the two predictions
error_reduced <-  predict(Sex_model) - predict(empty_model)

# modify this line of code to square and sum these differences
error_reduced
"
 Adding an Explanatory Variable to the Model,Partitioning Sums of Squares into Model and Error,Which of these statements are true about the distance from each person’s predicted score under the sex model to their predicted score under the empty model? (Check all the apply)
 Adding an Explanatory Variable to the Model,Partitioning Sums of Squares into Model and Error,Which of these lines of R code would return the distances that make up SS Model?
 Digging Deeper into Group Models,Extending to a Three-Group Model,"# this creates Height2Group, a numeric variable
Fingers$Height2Group <- ntile(Fingers$Height, 2)

# this is how we used factor() before:
Fingers$Sex <- factor(Fingers$Sex, levels = c(1,2), labels = c(""female"", ""male""))

# modify this line so that 1s are labeled as ""short"" and 2s are labeled as ""tall""
Fingers$Height2Group <- factor()

# this prints out 10 rows of Fingers for the selected columns
head(select(Fingers, Thumb, Height, Height2Group), 10)
"
 Digging Deeper into Group Models,Extending to a Three-Group Model,"# fit a model for Thumb ~ Height2Group
Height2Group_model <-

# this prints out the estimates
Height2Group_model
"
 Digging Deeper into Group Models,Extending to a Three-Group Model,"# modify these two lines of code to create 3 Height groups with the labels ""short"", ""medium"", and ""tall""
# make sure you save to a new variable in Fingers called Height3Group
Fingers$Height2Group <- ntile(Fingers$Height, 2)
Fingers$Height2Group <- factor(Fingers$Height2Group, levels = c(1,2), labels = c(""short"", ""tall""))

# this prints out 10 rows of Fingers for selected columns
head(select(Fingers, Thumb, Height, Height3Group), 10)
"
 Digging Deeper into Group Models,Extending to a Three-Group Model,"# use favstats() to print the group means of Thumb length for the three height groups you created earlier
favstats()
"
 Digging Deeper into Group Models,Extending to a Three-Group Model,What do the different symbols mean in the equation above?
 Digging Deeper into Group Models,Extending to a Three-Group Model,"Why does it say ""Height2Grouptall"" in the output (rather than just ""Height2Group"")?"
 Digging Deeper into Group Models,Extending to a Three-Group Model,How would&nbsp;\(X_i\)&nbsp;be coded in order for this model to make sense?
 Digging Deeper into Group Models,Extending to a Three-Group Model,What are your estimates for&nbsp;\(b_0\)and&nbsp;\(b_1\)?
 Digging Deeper into Group Models,Extending to a Three-Group Model,What is PRE for the&nbsp;<code>Height2Group</code>&nbsp;model?
 Digging Deeper into Group Models,Extending to a Three-Group Model,What is the&nbsp;\(\text{SS}_\text{Total}\)&nbsp;? (Check all that apply.)
 Digging Deeper into Group Models,Extending to a Three-Group Model,What does PRE mean?
 Digging Deeper into Group Models,Extending to a Three-Group Model,What is the pattern of&nbsp;<em>means</em>&nbsp;from <code>favstats()</code> across the three groups of&nbsp;<code>Height3Group</code>?
